shipment_id,order_date,delivery_date,region,origin,destination,service_type,delivery_status,estimated_days,actual_days,delay_days,distance_km,distribution_center,customer_segment
VLX-2026-001254,2026-04-27,2026-05-03,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,6,6,0,425,DC-MG-01,SMB
VLX-2026-001255,2026-02-19,2026-02-24,South,Curitiba/PR,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,891,DC-PR-01,SMB
VLX-2026-001256,2026-01-19,2026-01-20,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,1,0,432,DC-MG-01,SMB
VLX-2026-001257,2026-06-02,2026-06-07,South,Salvador/BA,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,165,DC-RS-01,ENTERPRISE
VLX-2026-001258,2026-06-01,2026-06-04,Central-West,Sao Paulo/SP,Goiania/GO,EXPRESS,DELIVERED_ON_TIME,3,3,0,1325,DC-GO-01,RETAIL
VLX-2026-001259,2026-07-26,2026-07-31,Southeast,Belo Horizonte/MG,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,291,DC-SP-01,SMB
VLX-2026-001260,2026-05-22,2026-05-26,Southeast,Fortaleza/CE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,985,DC-RJ-01,SMB
VLX-2026-001261,2026-02-02,2026-02-12,North,Salvador/BA,Porto Velho/RO,STANDARD,DELIVERED_LATE,7,10,3,1919,DC-AM-01,ENTERPRISE
VLX-2026-001262,2026-01-04,2026-01-11,North,Cuiaba/MT,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,7,0,2299,DC-PA-01,RETAIL
VLX-2026-001263,2026-06-01,2026-06-07,South,Salvador/BA,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,6,6,0,456,DC-PR-01,SMB
VLX-2026-001264,2026-03-25,2026-03-28,Northeast,Curitiba/PR,Recife/PE,EXPRESS,DELIVERED_ON_TIME,3,3,0,976,DC-CE-01,RETAIL
VLX-2026-001265,2026-07-08,2026-07-15,North,Belo Horizonte/MG,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,7,0,1369,DC-AM-01,ENTERPRISE
VLX-2026-001266,2026-01-27,2026-02-02,South,Salvador/BA,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,6,0,782,DC-RS-01,RETAIL
VLX-2026-001267,2026-08-02,2026-08-09,Northeast,Sao Paulo/SP,Recife/PE,STANDARD,DELIVERED_ON_TIME,7,7,0,1624,DC-BA-01,RETAIL
VLX-2026-001268,2026-03-07,2026-03-12,Southeast,Cuiaba/MT,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,1016,DC-SP-01,RETAIL
VLX-2026-001269,2026-06-20,2026-06-26,South,Salvador/BA,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,6,6,0,532,DC-PR-01,RETAIL
VLX-2026-001270,2026-03-30,2026-04-02,Southeast,Fortaleza/CE,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,3,3,0,739,DC-RJ-01,RETAIL
VLX-2026-001271,2026-08-06,2026-08-13,North,Rio de Janeiro/RJ,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,2207,DC-AM-01,RETAIL
VLX-2026-001272,2026-02-25,2026-03-02,Southeast,Fortaleza/CE,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,719,DC-MG-01,RETAIL
VLX-2026-001273,2026-07-23,2026-07-25,Southeast,Sao Paulo/SP,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,407,DC-MG-01,ENTERPRISE
VLX-2026-001274,2026-01-17,2026-01-21,Northeast,Sao Paulo/SP,Recife/PE,EXPRESS,DELIVERED_ON_TIME,4,4,0,1802,DC-BA-01,ENTERPRISE
VLX-2026-001275,2026-08-06,2026-08-11,South,Porto Alegre/RS,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,197,DC-RS-01,RETAIL
VLX-2026-001276,2026-04-26,2026-04-28,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,3,2,0,278,DC-MG-01,RETAIL
VLX-2026-001277,2026-08-03,2026-08-08,Southeast,Sao Paulo/SP,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,191,DC-SP-01,RETAIL
VLX-2026-001278,2026-02-06,2026-02-09,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,EXPRESS,DELIVERED_LATE,2,3,1,529,DC-RJ-01,RETAIL
VLX-2026-001279,2026-04-27,2026-04-30,Northeast,Belo Horizonte/MG,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,1405,DC-PE-01,SMB
VLX-2026-001280,2026-02-27,2026-03-08,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,STANDARD,DELIVERED_LATE,6,9,3,418,DC-RJ-01,RETAIL
VLX-2026-001281,2026-06-14,2026-06-19,South,Porto Alegre/RS,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,959,DC-RS-01,SMB
VLX-2026-001282,2026-01-26,2026-01-31,Northeast,Goiania/GO,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,5,0,723,DC-PE-01,RETAIL
VLX-2026-001283,2026-04-24,2026-04-29,Southeast,Salvador/BA,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,783,DC-RJ-01,ENTERPRISE
VLX-2026-001284,2026-06-01,2026-06-06,Southeast,Belem/PA,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,499,DC-SP-01,RETAIL
VLX-2026-001285,2026-04-20,2026-04-25,Southeast,Sao Paulo/SP,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,258,DC-MG-01,RETAIL
VLX-2026-001286,2026-01-09,2026-01-14,Southeast,Goiania/GO,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,442,DC-MG-01,RETAIL
VLX-2026-001287,2026-06-07,2026-06-12,Northeast,Rio de Janeiro/RJ,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,5,0,1545,DC-PE-01,RETAIL
VLX-2026-001288,2026-08-05,2026-08-09,South,Curitiba/PR,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,4,0,506,DC-RS-01,SMB
VLX-2026-001289,2026-07-09,2026-07-14,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,315,DC-RJ-01,RETAIL
VLX-2026-001290,2026-02-05,2026-02-22,Northeast,Salvador/BA,Salvador/BA,STANDARD,LOST,6,17,11,1486,DC-CE-01,RETAIL
VLX-2026-001291,2026-02-23,2026-03-05,North,Belo Horizonte/MG,Porto Velho/RO,STANDARD,DELIVERED_LATE,7,10,3,672,DC-PA-01,SMB
VLX-2026-001292,2026-08-09,2026-08-13,Southeast,Belo Horizonte/MG,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,4,0,741,DC-MG-01,RETAIL
VLX-2026-001293,2026-07-10,2026-07-12,Southeast,Manaus/AM,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,2,0,273,DC-SP-01,SMB
VLX-2026-001294,2026-04-30,2026-05-05,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,953,DC-MG-01,SMB
VLX-2026-001295,2026-06-01,2026-06-06,South,Rio de Janeiro/RJ,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,987,DC-RS-01,RETAIL
VLX-2026-001296,2026-08-08,2026-08-14,Central-West,Goiania/GO,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,7,6,0,1468,DC-GO-01,SMB
VLX-2026-001297,2026-06-03,2026-06-10,Northeast,Recife/PE,Recife/PE,STANDARD,DELIVERED_ON_TIME,7,7,0,677,DC-BA-01,RETAIL
VLX-2026-001298,2026-06-03,2026-06-15,North,Sao Paulo/SP,Belem/PA,STANDARD,DELIVERED_LATE,8,12,4,1606,DC-AM-01,RETAIL
VLX-2026-001299,2026-06-29,2026-07-07,South,Belo Horizonte/MG,Curitiba/PR,STANDARD,DELIVERED_LATE,6,8,2,872,DC-RS-01,RETAIL
VLX-2026-001300,2026-04-05,2026-04-12,North,Salvador/BA,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,1070,DC-PA-01,RETAIL
VLX-2026-001301,2026-05-25,2026-06-01,Northeast,Goiania/GO,Fortaleza/CE,EXPRESS,DELIVERED_LATE,3,7,4,1526,DC-PE-01,SMB
VLX-2026-001302,2026-05-03,2026-05-15,South,Sao Paulo/SP,Florianopolis/SC,STANDARD,DELIVERY_EXCEPTION,5,12,7,389,DC-RS-01,ENTERPRISE
VLX-2026-001303,2026-01-31,2026-02-08,North,Rio de Janeiro/RJ,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,8,8,0,1868,DC-PA-01,RETAIL
VLX-2026-001304,2026-08-12,2026-08-16,South,Belo Horizonte/MG,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,4,0,1150,DC-RS-01,RETAIL
VLX-2026-001305,2026-07-25,2026-08-02,North,Sao Paulo/SP,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,8,8,0,2116,DC-AM-01,SMB
VLX-2026-001306,2026-05-19,2026-05-23,North,Goiania/GO,Belem/PA,EXPRESS,DELIVERED_ON_TIME,4,4,0,1341,DC-PA-01,ENTERPRISE
VLX-2026-001307,2026-07-31,2026-08-03,South,Curitiba/PR,Porto Alegre/RS,EXPRESS,DELIVERED_ON_TIME,3,3,0,893,DC-PR-01,RETAIL
VLX-2026-001308,2026-03-23,2026-03-30,North,Recife/PE,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,7,0,477,DC-AM-01,SMB
VLX-2026-001309,2026-06-14,2026-06-19,Southeast,Fortaleza/CE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,337,DC-SP-01,RETAIL
VLX-2026-001310,2026-08-03,2026-08-12,Northeast,Sao Paulo/SP,Fortaleza/CE,STANDARD,DELIVERED_LATE,6,9,3,176,DC-PE-01,RETAIL
VLX-2026-001311,2026-06-12,2026-06-18,Northeast,Rio de Janeiro/RJ,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,7,6,0,1889,DC-CE-01,RETAIL
VLX-2026-001312,2026-08-15,2026-08-20,Southeast,Goiania/GO,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,981,DC-MG-01,RETAIL
VLX-2026-001313,2026-04-01,2026-04-06,South,Salvador/BA,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,377,DC-PR-01,SMB
VLX-2026-001314,2026-04-25,2026-04-27,South,Recife/PE,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,2,2,0,887,DC-PR-01,ENTERPRISE
VLX-2026-001315,2026-01-29,2026-02-05,North,Sao Paulo/SP,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,2293,DC-AM-01,SMB
VLX-2026-001316,2026-02-10,2026-02-15,Southeast,Belo Horizonte/MG,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,674,DC-MG-01,RETAIL
VLX-2026-001317,2026-08-02,2026-08-07,Southeast,Rio de Janeiro/RJ,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,645,DC-RJ-01,RETAIL
VLX-2026-001318,2026-05-03,2026-05-08,South,Rio de Janeiro/RJ,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,684,DC-PR-01,SMB
VLX-2026-001319,2026-05-21,2026-05-24,Northeast,Belo Horizonte/MG,Fortaleza/CE,EXPRESS,DELIVERED_ON_TIME,3,3,0,294,DC-BA-01,RETAIL
VLX-2026-001320,2026-01-27,2026-01-30,Southeast,Cuiaba/MT,Sao Paulo/SP,EXPRESS,DELIVERED_ON_TIME,3,3,0,129,DC-RJ-01,RETAIL
VLX-2026-001321,2026-07-20,2026-07-23,Northeast,Porto Alegre/RS,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,364,DC-PE-01,RETAIL
VLX-2026-001322,2026-07-19,2026-07-23,North,Manaus/AM,Belem/PA,EXPRESS,DELIVERED_ON_TIME,4,4,0,1552,DC-AM-01,SMB
VLX-2026-001323,2026-05-27,2026-05-30,South,Sao Paulo/SP,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,3,3,0,440,DC-RS-01,SMB
VLX-2026-001324,2026-05-04,2026-05-08,South,Porto Alegre/RS,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,4,0,1140,DC-PR-01,ENTERPRISE
VLX-2026-001325,2026-06-11,2026-06-16,Southeast,Recife/PE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,918,DC-SP-01,ENTERPRISE
VLX-2026-001326,2026-07-02,2026-07-08,Southeast,Porto Alegre/RS,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,6,6,0,719,DC-SP-01,RETAIL
VLX-2026-001327,2026-05-07,2026-05-17,Northeast,Porto Velho/RO,Salvador/BA,STANDARD,DELIVERED_LATE,6,10,4,567,DC-CE-01,ENTERPRISE
VLX-2026-001328,2026-05-26,2026-05-30,South,Belo Horizonte/MG,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,4,0,1300,DC-RS-01,RETAIL
VLX-2026-001329,2026-01-06,2026-01-13,North,Goiania/GO,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,7,0,1087,DC-PA-01,RETAIL
VLX-2026-001330,2026-01-29,2026-02-03,Southeast,Belo Horizonte/MG,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,114,DC-MG-01,ENTERPRISE
VLX-2026-001331,2026-07-20,2026-07-26,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,6,6,0,786,DC-MG-01,RETAIL
VLX-2026-001332,2026-04-22,2026-04-27,Southeast,Porto Alegre/RS,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,243,DC-SP-01,RETAIL
VLX-2026-001333,2026-04-05,2026-04-06,Southeast,Sao Paulo/SP,Belo Horizonte/MG,EXPRESS,DELIVERED_ON_TIME,2,1,0,592,DC-RJ-01,SMB
VLX-2026-001334,2026-07-25,2026-07-31,South,Curitiba/PR,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,6,6,0,780,DC-RS-01,RETAIL
VLX-2026-001335,2026-08-08,2026-08-21,Northeast,Curitiba/PR,Fortaleza/CE,STANDARD,DELIVERY_EXCEPTION,7,13,6,225,DC-PE-01,RETAIL
VLX-2026-001336,2026-05-05,2026-05-10,Southeast,Florianopolis/SC,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,269,DC-SP-01,ENTERPRISE
VLX-2026-001337,2026-01-10,2026-01-16,Central-West,Belo Horizonte/MG,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,6,6,0,666,DC-DF-01,RETAIL
VLX-2026-001338,2026-03-23,2026-03-28,Southeast,Porto Alegre/RS,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,374,DC-SP-01,SMB
VLX-2026-001339,2026-06-18,2026-06-23,South,Curitiba/PR,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,614,DC-RS-01,RETAIL
VLX-2026-001340,2026-05-23,2026-05-28,Southeast,Rio de Janeiro/RJ,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,183,DC-MG-01,RETAIL
VLX-2026-001341,2026-07-02,2026-07-06,North,Curitiba/PR,Belem/PA,EXPRESS,DELIVERED_ON_TIME,4,4,0,2354,DC-PA-01,SMB
VLX-2026-001342,2026-01-26,2026-02-08,Southeast,Salvador/BA,Rio de Janeiro/RJ,STANDARD,LOST,5,13,8,1083,DC-MG-01,SMB
VLX-2026-001343,2026-04-18,2026-04-21,Central-West,Belo Horizonte/MG,Brasilia/DF,EXPRESS,DELIVERED_ON_TIME,3,3,0,1544,DC-DF-01,RETAIL
VLX-2026-001344,2026-01-23,2026-01-30,North,Rio de Janeiro/RJ,Manaus/AM,STANDARD,DELIVERED_ON_TIME,7,7,0,1879,DC-AM-01,SMB
VLX-2026-001345,2026-03-11,2026-03-13,South,Belo Horizonte/MG,Florianopolis/SC,EXPRESS,DELIVERED_ON_TIME,2,2,0,234,DC-PR-01,RETAIL
VLX-2026-001346,2026-03-16,2026-03-23,Southeast,Porto Alegre/RS,Rio de Janeiro/RJ,STANDARD,DELIVERED_LATE,5,7,2,992,DC-MG-01,RETAIL
VLX-2026-001347,2026-05-20,2026-05-24,South,Salvador/BA,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,4,0,1151,DC-RS-01,RETAIL
VLX-2026-001348,2026-05-09,2026-05-14,North,Rio de Janeiro/RJ,Manaus/AM,EXPRESS,DELIVERED_ON_TIME,5,5,0,2230,DC-PA-01,SMB
VLX-2026-001349,2026-05-31,2026-06-05,Central-West,Rio de Janeiro/RJ,Cuiaba/MT,EXPRESS,DELIVERY_EXCEPTION,3,5,2,548,DC-GO-01,RETAIL
VLX-2026-001350,2026-04-12,2026-04-16,Central-West,Rio de Janeiro/RJ,Cuiaba/MT,EXPRESS,DELIVERED_ON_TIME,4,4,0,1452,DC-DF-01,RETAIL
VLX-2026-001351,2026-08-02,2026-08-08,Northeast,Belo Horizonte/MG,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,7,6,0,782,DC-PE-01,RETAIL
VLX-2026-001352,2026-06-28,2026-07-04,Southeast,Cuiaba/MT,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,6,6,0,1057,DC-MG-01,SMB
VLX-2026-001353,2026-02-05,2026-02-10,Southeast,Fortaleza/CE,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,338,DC-MG-01,RETAIL
VLX-2026-001354,2026-02-01,2026-02-06,South,Belo Horizonte/MG,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,1050,DC-PR-01,SMB
VLX-2026-001355,2026-08-17,2026-08-22,Southeast,Florianopolis/SC,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,762,DC-SP-01,RETAIL
VLX-2026-001356,2026-07-04,2026-07-09,Southeast,Porto Alegre/RS,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,5,5,0,130,DC-MG-01,RETAIL
VLX-2026-001357,2026-06-21,2026-06-28,North,Goiania/GO,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,873,DC-PA-01,RETAIL
VLX-2026-001358,2026-02-18,2026-02-27,South,Sao Paulo/SP,Porto Alegre/RS,STANDARD,DELIVERED_LATE,5,9,4,1116,DC-RS-01,SMB
VLX-2026-001359,2026-06-12,2026-06-22,Northeast,Sao Paulo/SP,Fortaleza/CE,STANDARD,DELIVERED_LATE,6,10,4,835,DC-BA-01,SMB
VLX-2026-001360,2026-05-19,2026-05-27,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,STANDARD,DELIVERED_LATE,6,8,2,540,DC-SP-01,RETAIL
VLX-2026-001361,2026-04-01,2026-04-06,South,Fortaleza/CE,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,451,DC-PR-01,RETAIL
VLX-2026-001362,2026-02-05,2026-02-11,Northeast,Florianopolis/SC,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,630,DC-BA-01,SMB
VLX-2026-001363,2026-05-22,2026-05-29,South,Belo Horizonte/MG,Porto Alegre/RS,STANDARD,DELIVERED_LATE,5,7,2,601,DC-PR-01,SMB
VLX-2026-001364,2026-06-17,2026-06-23,Northeast,Sao Paulo/SP,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,792,DC-BA-01,RETAIL
VLX-2026-001365,2026-06-26,2026-06-30,Southeast,Rio de Janeiro/RJ,Sao Paulo/SP,EXPRESS,DELIVERED_LATE,2,4,2,251,DC-MG-01,SMB
VLX-2026-001366,2026-05-21,2026-05-24,Northeast,Brasilia/DF,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,495,DC-CE-01,RETAIL
VLX-2026-001367,2026-07-01,2026-07-06,South,Rio de Janeiro/RJ,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,527,DC-RS-01,RETAIL
VLX-2026-001368,2026-05-05,2026-05-10,Southeast,Rio de Janeiro/RJ,Belo Horizonte/MG,STANDARD,DELIVERED_ON_TIME,6,5,0,919,DC-RJ-01,RETAIL
VLX-2026-001369,2026-02-12,2026-02-17,Northeast,Belo Horizonte/MG,Recife/PE,STANDARD,DELIVERED_ON_TIME,6,5,0,1508,DC-PE-01,RETAIL
VLX-2026-001370,2026-07-23,2026-08-02,Northeast,Cuiaba/MT,Salvador/BA,STANDARD,DELIVERED_LATE,6,10,4,1873,DC-PE-01,SMB
VLX-2026-001371,2026-05-05,2026-05-10,South,Curitiba/PR,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,716,DC-PR-01,SMB
VLX-2026-001372,2026-04-19,2026-04-28,Northeast,Sao Paulo/SP,Recife/PE,STANDARD,DELIVERED_LATE,6,9,3,1371,DC-PE-01,SMB
VLX-2026-001373,2026-05-16,2026-05-20,Southeast,Fortaleza/CE,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,4,0,626,DC-RJ-01,RETAIL
VLX-2026-001374,2026-08-15,2026-08-17,Central-West,Rio de Janeiro/RJ,Brasilia/DF,EXPRESS,DELIVERED_ON_TIME,3,2,0,786,DC-GO-01,SMB
VLX-2026-001375,2026-02-20,2026-02-26,Central-West,Brasilia/DF,Brasilia/DF,EXPRESS,DELIVERED_LATE,3,6,3,421,DC-DF-01,RETAIL
VLX-2026-001376,2026-05-01,2026-05-04,South,Curitiba/PR,Curitiba/PR,EXPRESS,DELIVERED_ON_TIME,3,3,0,545,DC-PR-01,RETAIL
VLX-2026-001377,2026-01-01,2026-01-07,Northeast,Brasilia/DF,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,6,0,750,DC-PE-01,RETAIL
VLX-2026-001378,2026-06-17,2026-06-21,South,Florianopolis/SC,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,4,0,375,DC-RS-01,SMB
VLX-2026-001379,2026-03-03,2026-03-10,Southeast,Sao Paulo/SP,Rio de Janeiro/RJ,STANDARD,DELIVERED_LATE,6,7,1,332,DC-SP-01,RETAIL
VLX-2026-001380,2026-08-11,2026-08-15,South,Goiania/GO,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,4,0,928,DC-RS-01,RETAIL
VLX-2026-001381,2026-03-03,2026-03-05,Southeast,Rio de Janeiro/RJ,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,592,DC-RJ-01,RETAIL
VLX-2026-001382,2026-08-07,2026-08-12,Northeast,Belo Horizonte/MG,Salvador/BA,STANDARD,DELIVERED_ON_TIME,6,5,0,1431,DC-PE-01,RETAIL
VLX-2026-001383,2026-01-29,2026-02-06,North,Brasilia/DF,Manaus/AM,STANDARD,DELIVERED_ON_TIME,8,8,0,1850,DC-AM-01,SMB
VLX-2026-001384,2026-07-13,2026-07-19,Northeast,Salvador/BA,Recife/PE,EXPRESS,DELIVERED_LATE,3,6,3,228,DC-CE-01,SMB
VLX-2026-001385,2026-05-30,2026-06-04,South,Sao Paulo/SP,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,6,5,0,146,DC-RS-01,RETAIL
VLX-2026-001386,2026-07-11,2026-07-16,Central-West,Recife/PE,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,6,5,0,1314,DC-GO-01,RETAIL
VLX-2026-001387,2026-01-18,2026-01-23,Northeast,Manaus/AM,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,5,0,642,DC-PE-01,RETAIL
VLX-2026-001388,2026-01-07,2026-01-14,Central-West,Fortaleza/CE,Cuiaba/MT,STANDARD,DELIVERED_ON_TIME,7,7,0,699,DC-DF-01,RETAIL
VLX-2026-001389,2026-03-22,2026-03-29,Central-West,Porto Velho/RO,Brasilia/DF,STANDARD,DELIVERED_LATE,6,7,1,618,DC-DF-01,RETAIL
VLX-2026-001390,2026-01-30,2026-02-04,Southeast,Sao Paulo/SP,Sao Paulo/SP,STANDARD,DELIVERED_ON_TIME,5,5,0,592,DC-SP-01,ENTERPRISE
VLX-2026-001391,2026-07-20,2026-07-22,Southeast,Curitiba/PR,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,2,0,615,DC-SP-01,RETAIL
VLX-2026-001392,2026-08-01,2026-08-08,North,Belo Horizonte/MG,Belem/PA,STANDARD,DELIVERED_ON_TIME,7,7,0,2042,DC-PA-01,RETAIL
VLX-2026-001393,2026-03-19,2026-03-20,Southeast,Manaus/AM,Rio de Janeiro/RJ,EXPRESS,DELIVERED_ON_TIME,2,1,0,831,DC-SP-01,SMB
VLX-2026-001394,2026-02-24,2026-03-01,South,Goiania/GO,Porto Alegre/RS,STANDARD,DELIVERED_ON_TIME,5,5,0,212,DC-RS-01,RETAIL
VLX-2026-001395,2026-04-03,2026-04-13,Central-West,Sao Paulo/SP,Brasilia/DF,STANDARD,DELIVERED_LATE,6,10,4,1482,DC-DF-01,RETAIL
VLX-2026-001396,2026-08-04,2026-08-07,Northeast,Fortaleza/CE,Salvador/BA,EXPRESS,DELIVERED_ON_TIME,3,3,0,1823,DC-PE-01,RETAIL
VLX-2026-001397,2026-04-17,2026-04-23,North,Sao Paulo/SP,Porto Velho/RO,STANDARD,DELIVERED_ON_TIME,7,6,0,2160,DC-AM-01,RETAIL
VLX-2026-001398,2026-03-03,2026-03-08,South,Rio de Janeiro/RJ,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,518,DC-PR-01,RETAIL
VLX-2026-001399,2026-02-03,2026-02-12,Northeast,Cuiaba/MT,Fortaleza/CE,STANDARD,DELIVERED_LATE,7,9,2,1137,DC-PE-01,RETAIL
VLX-2026-001400,2026-03-29,2026-04-02,South,Porto Alegre/RS,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,4,0,1269,DC-PR-01,RETAIL
VLX-2026-001401,2026-01-01,2026-01-06,Southeast,Manaus/AM,Rio de Janeiro/RJ,STANDARD,DELIVERED_ON_TIME,5,5,0,122,DC-MG-01,SMB
VLX-2026-001402,2026-08-11,2026-08-17,Northeast,Belo Horizonte/MG,Fortaleza/CE,STANDARD,DELIVERED_ON_TIME,6,6,0,1625,DC-BA-01,RETAIL
VLX-2026-001403,2026-03-03,2026-03-08,South,Salvador/BA,Curitiba/PR,STANDARD,DELIVERED_ON_TIME,5,5,0,1182,DC-PR-01,RETAIL
VLX-2026-001404,2026-01-23,2026-01-26,Central-West,Porto Velho/RO,Brasilia/DF,EXPRESS,DELIVERED_ON_TIME,3,3,0,1561,DC-DF-01,RETAIL
VLX-2026-001405,2026-08-11,2026-08-15,South,Rio de Janeiro/RJ,Florianopolis/SC,STANDARD,DELIVERED_ON_TIME,5,4,0,1274,DC-RS-01,SMB
VLX-2026-001406,2026-06-28,2026-06-30,South,Sao Paulo/SP,Porto Alegre/RS,EXPRESS,DELIVERED_ON_TIME,2,2,0,197,DC-RS-01,RETAIL
VLX-2026-001407,2026-03-13,2026-03-20,Central-West,Sao Paulo/SP,Brasilia/DF,STANDARD,DELIVERED_ON_TIME,7,7,0,1458,DC-DF-01,RETAIL
